definition,[['train_oa', 'train_mIoU', 'train_loss'], ['valid_oa', 'valid_mIoU', 'valid_loss'], ['test_oa', 'test_mIoU', 'test_loss']]
0,[[55.805923862533234, 21.644417171087255, 0.9529708087444305], [55.049338144435715, 18.34977938147857, 1.269728183746338], [54.58300250311738, 18.19433416770579, 1.2544165054957073]]
1,[[61.8243698088698, 30.055640266230583, 0.8538341879844666], [55.049338144435715, 18.34977938147857, 0.9762125015258789]]
2,[[67.07267464586248, 36.519591800445305, 0.7628827810287476], [67.47452655515332, 38.36687718234459, 0.8892969489097595], [65.42402887341284, 37.482376166902085, 0.9510940313339233]]
3,[[69.87134126634318, 40.563990892519605, 0.7120625495910645], [61.675295989388204, 27.56811176631582, 0.8346459865570068]]
4,[[72.65944806246942, 45.30751366714144, 0.6295548409223556], [69.81120436789142, 39.22793174736446, 0.6819953322410583], [68.05263130173954, 38.524770269533285, 0.7191086014111837]]
5,[[77.28495765656541, 54.971042464928225, 0.5529894262552262], [74.4249475924091, 46.127963274027586, 0.6278673410415649], [72.02282432224246, 44.193925989344926, 0.6847061316172282]]
6,[[82.65533822095318, 65.11302226878838, 0.47437905073165887], [78.96728424061303, 57.71313862510229, 0.5767726898193359], [78.97434074261344, 59.25527099978837, 0.5712541341781616]]
7,[[85.65278634280853, 70.65390512534417, 0.40849795341491696], [80.10579227249579, 63.13446934350946, 0.5107666850090027], [79.26313412416569, 63.16041197524269, 0.5036353965600332]]
8,[[86.43501516644857, 71.79789754872733, 0.3769839286804199], [77.87536073398262, 60.47822168327906, 0.609463095664978]]
9,[[87.44919617650262, 74.2129794003138, 0.3517724871635437], [86.71689636522268, 73.47147445012139, 0.38605934381484985], [87.15048857532987, 74.14095365176121, 0.3799408972263336]]
10,[[88.47429874971186, 75.23182554132154, 0.33501570522785185], [58.230015041274676, 40.31792516052094, 0.9755927920341492]]
11,[[87.86282757405644, 73.86396384236201, 0.3592765718698502], [67.00108170846772, 37.89631292100941, 1.189180612564087]]
